claim_id,worker_id,policy_id,plan_tier,weekly_premium,activation_date,last_active_date,policy_status,eligibility_flag,events_used,events_remaining,renewal_count,trigger_type,trigger_level,trigger_value,claim_timestamp,claim_auto_created,claim_valid_flag,payout_status,payout_timestamp,payout_amount,income_loss,gps_lat,gps_lng,cell_tower_id,gps_tower_delta,accelerometer_variance,claim_response_time_sec,app_interaction_count,fraud_score,fraud_flag,fraud_reason
92247,165,20165,Standard,79,2024-01-01,2024-07-18,paused,0,1,29,2,heat,L1,37.4,2024-06-30 05:54:00,0,1,paid,2024-06-30 08:19:00,657.1,274.3,26.999901,75.646285,TW4253,190.5,77.447,1094.7,41,0.1383,0,normal
92248,165,20165,Standard,79,2024-01-01,2024-07-18,paused,0,2,28,2,rainfall,L2,17.8,2024-05-27 01:40:00,0,1,under_review,2024-05-27 04:14:00,0.0,820.0,26.914802,75.490969,TW9354,197.8,32.429,561.4,44,0.1438,0,normal
92249,165,20165,Standard,79,2024-01-01,2024-07-18,paused,0,3,27,2,aqi,L3,341.0,2024-07-17 03:41:00,0,1,under_review,2024-07-17 06:04:00,0.0,367.5,26.963394,75.737054,TW3496,63.4,64.447,67.8,34,0.4221,0,normal
92250,165,20165,Standard,79,2024-01-01,2024-07-18,paused,0,4,26,2,outage,L2,1.0,2024-01-15 02:49:00,1,1,paid,2024-01-15 03:11:00,692.0,343.9,26.818954,75.681759,TW3626,4.3,39.38,784.5,39,0.0678,0,normal
92251,165,20165,Standard,79,2024-01-01,2024-07-18,paused,1,5,25,2,aqi,L2,264.0,2024-02-06 12:30:00,1,1,paid,2024-02-06 14:47:00,866.2,692.4,26.967327,75.875144,TW5821,2.5,71.42,521.6,53,0.026,0,normal
92252,165,20165,Standard,79,2024-01-01,2024-07-18,paused,1,6,24,2,heat,L3,50.4,2024-03-19 06:24:00,0,1,paid,2024-03-19 06:51:00,1032.2,1024.4,27.08955,75.788179,TW6011,24.5,59.375,776.9,3,0.01,0,normal
92253,165,20165,Standard,79,2024-01-01,2024-07-18,paused,0,7,23,2,outage,L2,1.0,2024-03-22 06:55:00,0,1,no_claim,,0.0,182.5,26.833473,75.863794,TW8087,191.4,76.477,952.0,21,0.122,0,normal
92254,165,20165,Standard,79,2024-01-01,2024-07-18,paused,0,8,22,2,heat,L3,44.3,2024-01-26 05:49:00,1,1,paid,2024-01-26 08:15:00,1028.8,1017.6,26.997703,75.812364,TW9217,45.1,79.574,1073.3,16,0.01,0,normal
92255,165,20165,Standard,79,2024-01-01,2024-07-18,paused,0,9,21,2,aqi,L2,205.0,2024-05-04 12:31:00,1,1,paid,2024-05-04 14:39:00,693.0,346.0,26.889577,75.871136,TW7777,17.5,44.941,694.4,41,0.01,0,normal
92256,165,20165,Standard,79,2024-01-01,2024-07-18,paused,1,10,20,2,outage,L2,1.0,2024-07-10 11:35:00,1,1,paid,2024-07-10 14:00:00,683.8,327.6,26.827814,75.835649,TW4024,258.5,16.773,728.7,20,0.3529,0,normal
92257,165,20165,Standard,79,2024-01-01,2024-07-18,paused,1,11,19,2,aqi,L2,246.0,2024-06-25 06:18:00,0,1,paid,2024-06-25 08:08:00,764.9,489.7,26.784161,75.764214,TW2197,70.2,36.667,623.6,47,0.0879,0,normal
92258,165,20165,Standard,79,2024-01-01,2024-07-18,paused,0,12,18,2,aqi,L2,262.0,2024-03-14 16:18:00,1,1,under_review,2024-03-14 17:51:00,0.0,393.7,26.935807,75.758178,TW7174,195.8,72.164,490.2,33,0.6521,1,abnormal_behavior
92259,165,20165,Standard,79,2024-01-01,2024-07-18,paused,0,13,17,2,heat,L2,40.9,2024-01-12 15:55:00,1,1,paid,2024-01-12 17:18:00,701.3,362.6,26.991435,75.863659,TW8053,202.2,60.781,897.0,16,0.1789,0,normal
92260,166,20166,Elite,199,2024-01-01,2024-07-18,active,1,1,29,0,flood,L3,30.6,2024-02-15 06:20:00,1,1,paid,2024-02-15 06:54:00,2354.6,1109.2,12.943546,77.78504,TW4225,59.3,47.298,80.1,11,0.1709,0,normal
92261,166,20166,Elite,199,2024-01-01,2024-07-18,active,1,2,28,0,flood,L3,29.7,2024-06-13 17:25:00,0,1,pending,,0.0,687.0,12.968549,77.478747,TW3949,50.8,3.501,269.8,21,0.2744,0,normal
92262,166,20166,Elite,199,2024-01-01,2024-07-18,active,1,3,27,0,flood,L3,36.8,2024-01-26 18:57:00,1,1,no_claim,,0.0,900.6,13.111355,77.744115,TW4952,72.7,30.091,773.5,58,0.1842,0,normal
92263,166,20166,Elite,199,2024-01-01,2024-07-18,active,1,4,26,0,flood,L3,30.5,2024-05-17 06:57:00,1,1,paid,2024-05-17 08:39:00,1865.4,130.8,12.989411,77.632851,TW7877,11.2,41.549,621.1,50,0.1208,0,normal
92264,166,20166,Elite,199,2024-01-01,2024-07-18,active,1,5,25,0,rainfall,L3,41.0,2024-02-02 03:42:00,0,1,paid,2024-02-02 05:25:00,1883.6,167.2,12.842268,77.466299,TW6933,11.8,18.474,609.3,5,0.028,0,normal
92265,166,20166,Elite,199,2024-01-01,2024-07-18,active,1,6,24,0,flood,L3,36.7,2024-06-02 00:01:00,0,1,paid,2024-06-04 13:45:00,1888.4,176.8,13.05273,77.632834,TW7464,50.8,13.534,876.9,30,0.2027,0,normal
92266,166,20166,Elite,199,2024-01-01,2024-07-18,active,1,7,23,0,road_closure,L1,17.3,2024-02-04 00:56:00,1,1,paid,2024-02-04 03:55:00,2575.9,1551.8,12.978192,77.639017,TW7374,29.1,17.906,453.8,57,0.5611,0,abnormal_behavior
92267,166,20166,Elite,199,2024-01-01,2024-07-18,active,1,8,22,0,flood,L3,36.6,2024-02-18 18:42:00,1,1,paid,2024-02-18 18:51:00,1907.2,214.4,13.022954,77.566273,TW2292,44.2,11.238,80.7,33,0.5999,0,abnormal_behavior
92268,166,20166,Elite,199,2024-01-01,2024-07-18,active,1,9,21,0,flood,L3,25.5,2024-02-03 04:38:00,1,1,paid,2024-02-03 06:36:00,1946.5,293.1,12.858998,77.460966,TW1088,18.8,60.162,320.8,52,0.1836,0,normal
92269,166,20166,Elite,199,2024-01-01,2024-07-18,active,1,10,20,0,heat,L1,24.8,2024-07-09 16:39:00,0,1,no_claim,,0.0,237.8,13.086618,77.607459,TW7338,26.8,50.808,813.6,5,0.467,0,normal
92270,166,20166,Elite,199,2024-01-01,2024-07-18,active,1,11,19,0,strike,L1,1.0,2024-04-07 14:06:00,0,1,paid,2024-04-07 15:52:00,1996.0,392.1,12.938563,77.514028,TW4348,17.8,57.579,889.5,38,0.1668,0,abnormal_behavior
92271,166,20166,Elite,199,2024-01-01,2024-07-18,active,1,12,18,0,flood,L3,47.2,2024-01-20 07:19:00,0,1,paid,2024-01-20 08:23:00,2011.7,423.3,12.821735,77.506316,TW4255,29.3,15.704,871.0,51,0.524,0,abnormal_behavior
92272,166,20166,Elite,199,2024-01-01,2024-07-18,active,1,13,17,0,flood,L3,30.9,2024-02-05 08:50:00,1,1,paid,2024-02-05 09:52:00,2199.4,798.9,13.070309,77.529448,TW4844,29.0,11.465,1116.4,56,0.0119,0,normal
92273,166,20166,Elite,199,2024-01-01,2024-07-18,active,1,14,16,0,flood,L3,40.2,2024-02-08 10:20:00,1,1,paid,2024-02-08 12:11:00,1933.5,267.1,13.113929,77.629472,TW9074,47.8,42.259,70.0,24,0.3558,0,normal
92274,166,20166,Elite,199,2024-01-01,2024-07-18,active,1,15,15,0,flood,L3,30.6,2024-02-07 04:46:00,0,1,pending,,0.0,1079.3,12.788896,77.732886,TW5376,0.3,76.557,125.9,25,0.0686,0,normal
92275,166,20166,Elite,199,2024-01-01,2024-07-18,active,1,16,14,0,road_closure,L2,28.4,2024-05-07 08:13:00,1,1,paid,2024-05-07 08:44:00,1927.2,254.4,12.686505,77.509995,TW3055,76.8,17.305,110.3,29,0.1065,0,normal
92276,167,20167,Premium,129,2024-01-01,2024-07-18,active,1,1,29,0,flood,L3,37.3,2024-02-10 01:07:00,0,1,paid,2024-02-10 01:20:00,1147.9,395.8,18.499264,73.82313,TW2336,1016.3,14.647,517.5,37,0.3379,0,normal
92277,167,20167,Premium,129,2024-01-01,2024-07-18,active,1,2,28,0,rainfall,L3,35.4,2024-05-26 08:46:00,0,1,paid,2024-05-26 09:40:00,419.3,908.8,18.532054,74.157614,TW1490,844.3,61.214,481.7,43,0.3727,0,normal
92278,167,20167,Premium,129,2024-01-01,2024-07-18,active,1,3,27,0,flood,L3,28.5,2024-02-12 10:52:00,1,1,pending,,0.0,523.9,18.601787,73.664976,TW6176,1003.0,72.222,1101.9,30,0.3196,0,normal
92279,167,20167,Premium,129,2024-01-01,2024-07-18,active,1,4,26,0,flood,L3,29.5,2024-05-18 01:07:00,1,1,paid,2024-05-18 02:12:00,1163.1,426.2,18.606135,73.874156,TW7344,1023.4,38.076,799.7,38,0.3247,0,normal
92280,167,20167,Premium,129,2024-01-01,2024-07-18,active,1,5,25,0,aqi,L2,218.0,2024-02-22 13:58:00,1,1,pending,,0.0,648.6,18.620968,73.943925,TW3983,804.9,36.788,425.6,50,0.2984,0,normal
92281,167,20167,Premium,129,2024-01-01,2024-07-18,active,1,6,24,0,flood,L3,25.9,2024-02-04 17:35:00,0,1,paid,2024-02-04 19:55:00,1332.3,764.7,18.466774,73.887754,TW3049,382.3,59.453,1174.1,51,0.2084,0,normal
92282,167,20167,Premium,129,2024-01-01,2024-07-18,active,1,7,23,0,outage,L2,1.0,2024-02-25 13:35:00,1,1,no_claim,,0.0,480.8,18.458787,73.667556,TW3593,647.9,11.75,33.0,18,0.3204,0,abnormal_behavior
92283,167,20167,Premium,129,2024-01-01,2024-07-18,active,1,8,22,0,road_closure,L2,4.5,2024-05-17 04:09:00,1,1,pending,,0.0,363.0,18.531353,73.719644,TW6015,523.3,45.651,1139.9,59,0.3622,0,normal
92284,167,20167,Premium,129,2024-01-01,2024-07-18,active,1,9,21,0,strike,L1,1.0,2024-01-29 09:57:00,0,1,paid,2024-01-29 12:28:00,1029.0,157.9,18.565726,73.755565,TW3904,981.5,21.378,1078.3,49,0.39,0,abnormal_behavior
92285,167,20167,Premium,129,2024-01-01,2024-07-18,active,1,10,20,0,rainfall,L3,41.3,2024-06-11 17:22:00,1,1,paid,2024-06-11 18:04:00,1326.7,753.4,18.408772,73.802006,TW1960,390.4,74.236,283.6,49,0.2464,0,normal
92286,167,20167,Premium,129,2024-01-01,2024-07-18,active,1,11,19,0,rainfall,L3,35.5,2024-05-23 16:15:00,1,1,paid,2024-05-23 16:56:00,1242.2,584.5,18.527512,73.969107,TW6330,556.3,16.674,89.5,43,0.3791,0,normal
92287,167,20167,Premium,129,2024-01-01,2024-07-18,active,1,12,18,0,rainfall,L3,42.3,2024-06-07 01:39:00,0,1,paid,2024-06-07 03:34:00,1096.0,292.0,18.639118,73.726889,TW4559,982.2,37.701,648.0,57,0.3343,0,normal
92288,167,20167,Premium,129,2024-01-01,2024-07-18,active,1,13,17,0,flood,L3,28.3,2024-02-18 13:21:00,0,1,pending,,0.0,356.2,18.63362,73.820662,TW2955,625.6,34.101,308.7,49,0.4509,0,abnormal_behavior
92289,167,20167,Premium,129,2024-01-01,2024-07-18,active,1,14,16,0,rainfall,L3,22.0,2024-05-19 00:44:00,1,1,paid,2024-05-19 03:00:00,1015.0,129.9,18.607749,73.888008,TW6289,618.3,48.832,201.2,56,0.2657,0,normal
92290,168,20168,Premium,129,2024-01-01,2024-07-18,active,1,1,29,1,road_closure,L3,15.5,2024-05-02 13:53:00,1,1,paid,2024-05-02 14:34:00,1187.8,475.5,18.859474,72.900892,TW3395,167.5,5.237,819.1,40,0.1857,0,normal
92291,168,20168,Premium,129,2024-01-01,2024-07-18,active,1,2,28,1,road_closure,L3,58.4,2024-01-22 16:19:00,1,1,no_claim,,0.0,173.0,19.222859,72.88346,TW2013,675.3,7.786,610.0,3,0.2874,0,abnormal_behavior
92292,168,20168,Premium,129,2024-01-01,2024-07-18,active,1,3,27,1,outage,L2,1.0,2024-06-05 18:24:00,0,1,pending,,0.0,107.0,18.859311,72.931009,TW9045,151.5,16.657,534.5,12,0.6481,1,gps_mismatch
92293,168,20168,Premium,129,2024-01-01,2024-07-18,active,1,4,26,1,flood,L3,45.6,2024-06-03 12:09:00,1,1,pending,,0.0,395.5,19.078804,72.92249,TW2491,208.9,9.053,739.1,57,0.7434,1,velocity_violation
92294,168,20168,Premium,129,2024-01-01,2024-07-18,active,1,5,25,1,road_closure,L2,43.1,2024-06-10 09:22:00,1,1,paid,2024-06-10 11:44:00,1061.3,222.7,19.159173,72.732598,TW1343,353.4,35.441,280.4,43,0.2395,0,abnormal_behavior
92295,168,20168,Premium,129,2024-01-01,2024-07-18,active,1,6,24,1,heat,L2,39.7,2024-03-30 10:29:00,0,1,pending,,0.0,360.9,19.122008,72.825289,TW2918,191.5,64.859,132.3,17,0.1655,0,abnormal_behavior
92296,168,20168,Premium,129,2024-01-01,2024-07-18,active,1,7,23,1,rainfall,L3,27.0,2024-06-15 14:00:00,1,1,paid,2024-06-15 16:59:00,1058.5,217.0,19.106381,72.841679,TW5965,660.7,20.611,469.5,4,0.3521,0,normal
92297,168,20168,Premium,129,2024-01-01,2024-07-18,active,1,8,22,1,heat,L1,37.2,2024-03-06 09:00:00,0,1,paid,2024-03-06 09:24:00,1055.0,210.1,18.85104,72.872461,TW7700,547.1,39.281,222.3,43,0.2554,0,normal
92298,168,20168,Premium,129,2024-01-01,2024-07-18,active,1,9,21,1,aqi,L2,248.0,2024-06-08 11:26:00,0,1,paid,2024-06-08 11:42:00,1075.5,250.9,18.898812,72.906917,TW6556,475.6,43.551,543.7,35,0.1867,0,normal
92299,168,20168,Premium,129,2024-01-01,2024-07-18,active,1,10,20,1,rainfall,L2,11.4,2024-04-04 09:32:00,0,1,paid,2024-04-04 10:50:00,1074.2,248.4,19.104032,72.930715,TW4307,621.9,72.663,533.3,36,0.3481,0,normal
92300,168,20168,Premium,129,2024-01-01,2024-07-18,active,1,11,19,1,rainfall,L2,15.8,2024-02-17 13:14:00,1,1,paid,2024-02-17 14:51:00,1061.3,222.7,18.990278,72.986135,TW7804,501.8,23.981,444.4,40,0.4644,0,abnormal_behavior
92301,168,20168,Premium,129,2024-01-01,2024-07-18,active,1,12,18,1,road_closure,L2,44.3,2024-02-04 08:32:00,1,1,no_claim,,0.0,187.5,19.065026,72.851595,TW2655,386.2,41.443,603.0,31,0.268,0,normal
92302,168,20168,Premium,129,2024-01-01,2024-07-18,active,1,13,17,1,heat,L2,40.6,2024-03-17 18:00:00,0,1,paid,2024-03-17 18:58:00,1115.0,329.9,19.075044,72.842508,TW9092,166.7,55.68,1139.1,25,0.145,0,normal
92303,168,20168,Premium,129,2024-01-01,2024-07-18,active,1,14,16,1,road_closure,L2,41.1,2024-02-05 13:53:00,0,1,paid,2024-02-05 14:03:00,1026.1,152.2,19.099934,72.837302,TW5458,374.1,13.108,117.3,26,0.3781,0,normal
92304,168,20168,Premium,129,2024-01-01,2024-07-18,active,1,15,15,1,flood,L3,35.0,2024-02-06 09:10:00,0,1,paid,2024-02-06 10:02:00,1107.9,315.8,19.105976,72.750045,TW6432,215.4,40.192,728.1,13,0.185,0,abnormal_behavior
92305,168,20168,Premium,129,2024-01-01,2024-07-18,active,1,16,14,1,rainfall,L3,63.7,2024-05-22 12:20:00,0,1,pending,,0.0,265.0,19.104759,72.847576,TW8872,550.9,72.261,987.5,27,0.2904,0,abnormal_behavior
92306,168,20168,Premium,129,2024-01-01,2024-07-18,active,1,17,13,1,flood,L3,36.3,2024-04-27 06:32:00,0,1,paid,2024-04-27 07:38:00,1075.2,250.5,19.05259,72.863456,TW7681,258.7,16.328,512.8,7,0.1557,0,normal
92307,168,20168,Premium,129,2024-01-01,2024-07-18,active,1,18,12,1,rainfall,L3,33.1,2024-04-03 02:54:00,0,1,paid,2024-04-04 08:51:00,995.6,91.2,19.160938,72.819921,TW6000,427.6,53.235,1199.4,1,0.2013,0,normal
92308,168,20168,Premium,129,2024-01-01,2024-07-18,active,1,19,11,1,road_closure,L3,11.4,2024-05-29 07:19:00,0,1,paid,2024-05-29 09:27:00,1042.5,185.1,18.848915,72.664579,TW2099,482.7,58.469,389.2,37,0.266,0,abnormal_behavior
92309,168,20168,Premium,129,2024-01-01,2024-07-18,active,1,20,10,1,road_closure,L1,7.7,2024-06-14 13:55:00,1,1,paid,2024-06-14 14:12:00,440.9,245.3,19.045366,73.037982,TW9410,415.9,62.745,89.5,3,0.1704,0,abnormal_behavior
92310,168,20168,Premium,129,2024-01-01,2024-07-18,active,1,21,9,1,flood,L3,36.6,2024-05-12 14:41:00,1,1,paid,2024-05-12 15:09:00,442.2,334.6,19.204518,73.001877,TW5967,455.9,49.615,130.2,1,0.3835,0,normal
92311,169,20169,Basic,49,2024-01-01,2024-07-18,paused,0,1,29,0,outage,L2,1.0,2024-01-19 01:36:00,1,1,no_claim,,0.0,99.0,28.494095,77.023971,TW7184,40.3,46.764,139.2,34,0.0359,0,normal
92312,169,20169,Basic,49,2024-01-01,2024-07-18,paused,1,2,28,0,aqi,L2,227.0,2024-06-20 00:50:00,0,1,paid,2024-06-20 03:24:00,326.9,93.9,28.842235,77.25509,TW6071,64.8,24.362,761.1,21,0.2327,0,normal
92313,169,20169,Basic,49,2024-01-01,2024-07-18,paused,0,3,27,0,aqi,L3,340.0,2024-01-26 11:38:00,1,1,paid,2024-01-26 13:23:00,349.1,138.1,28.670378,77.156382,TW9155,35.7,73.052,702.1,48,0.0797,0,normal
92314,169,20169,Basic,49,2024-01-01,2024-07-18,paused,0,4,26,0,aqi,L3,379.0,2024-05-09 17:40:00,1,1,no_claim,,0.0,106.1,28.723074,77.248132,TW4837,10.2,32.06,1006.4,41,0.0122,0,normal
92315,169,20169,Basic,49,2024-01-01,2024-07-18,paused,0,5,25,0,outage,L2,1.0,2024-06-26 01:14:00,1,1,pending,,0.0,167.7,28.68264,77.353763,TW3674,39.3,35.402,353.9,8,0.2186,0,abnormal_behavior
92316,169,20169,Basic,49,2024-01-01,2024-07-18,paused,0,6,24,0,rainfall,L1,4.5,2024-02-19 01:52:00,1,1,pending,,0.0,207.1,28.445048,77.307758,TW2114,30.7,75.108,559.4,41,0.0963,0,normal
92317,169,20169,Basic,49,2024-01-01,2024-07-18,paused,1,7,23,0,outage,L2,1.0,2024-01-30 04:39:00,1,1,paid,2024-01-30 05:18:00,343.1,126.3,28.577636,77.19652,TW2502,72.7,24.776,1154.2,26,0.2541,0,normal
92318,169,20169,Basic,49,2024-01-01,2024-07-18,paused,0,8,22,0,aqi,L3,354.0,2024-02-18 01:16:00,0,1,paid,2024-02-22 19:56:00,347.4,134.9,28.67476,77.34473,TW5318,38.8,6.945,1115.9,8,0.1699,0,abnormal_behavior
92319,169,20169,Basic,49,2024-01-01,2024-07-18,paused,0,9,21,0,strike,L1,1.0,2024-04-01 11:35:00,0,1,paid,2024-04-01 12:10:00,330.8,101.5,28.747652,77.260016,TW2147,64.1,46.054,48.9,37,0.2936,0,abnormal_behavior
92320,169,20169,Basic,49,2024-01-01,2024-07-18,paused,0,10,20,0,rainfall,L2,11.1,2024-06-02 10:01:00,1,1,paid,2024-06-02 12:56:00,347.2,134.5,28.618329,77.33463,TW8188,45.2,59.75,105.2,38,0.1055,0,normal
92321,169,20169,Basic,49,2024-01-01,2024-07-18,paused,0,11,19,0,outage,L2,1.0,2024-02-20 12:35:00,0,1,no_claim,,0.0,150.3,28.690991,77.310832,TW6635,89.6,44.846,131.8,49,0.1665,0,abnormal_behavior
92322,170,20170,Premium,129,2024-01-01,2024-07-18,active,1,1,29,3,flood,L3,25.2,2024-06-10 02:26:00,0,1,paid,2024-06-10 02:39:00,1114.2,328.5,18.558804,73.949946,TW1018,81.7,4.605,303.4,25,0.1909,0,abnormal_behavior
92323,170,20170,Premium,129,2024-01-01,2024-07-18,active,1,2,28,3,strike,L1,1.0,2024-07-17 06:32:00,0,1,pending,,0.0,470.4,18.674384,73.959329,TW1705,12.4,13.836,618.3,57,0.202,0,normal
92324,170,20170,Premium,129,2024-01-01,2024-07-18,active,1,3,27,3,flood,L3,39.1,2024-01-20 00:49:00,0,1,paid,2024-01-20 01:16:00,982.4,64.7,18.478198,73.845879,TW1718,175.6,75.948,54.0,41,0.4266,0,normal
92325,170,20170,Premium,129,2024-01-01,2024-07-18,active,1,4,26,3,aqi,L3,315.0,2024-06-06 02:44:00,0,1,paid,2024-06-08 06:23:00,1216.0,532.1,18.663241,73.781236,TW8946,75.6,26.153,999.6,46,0.0791,0,normal
92326,170,20170,Premium,129,2024-01-01,2024-07-18,active,1,5,25,3,aqi,L1,180.0,2024-07-10 03:21:00,1,1,paid,2024-07-10 03:52:00,1019.0,138.1,18.502553,73.791801,TW1052,75.2,21.72,818.5,51,0.2992,0,abnormal_behavior
92327,170,20170,Premium,129,2024-01-01,2024-07-18,active,1,6,24,3,flood,L3,35.7,2024-01-28 01:22:00,0,1,rejected,,0.0,254.7,18.460254,73.693464,TW3030,18.2,70.32,1021.4,49,0.892,1,velocity_violation
92328,170,20170,Premium,129,2024-01-01,2024-07-18,active,1,7,23,3,outage,L2,1.0,2024-07-18 12:03:00,1,0,rejected,2024-07-18 12:57:00,0.0,133.1,18.50872,73.730935,TW8918,228.6,76.298,1170.0,27,0.2899,0,abnormal_behavior
92329,170,20170,Premium,129,2024-01-01,2024-07-18,active,1,8,22,3,outage,L2,1.0,2024-01-04 15:24:00,0,1,no_claim,,0.0,522.6,18.334597,73.930006,TW9064,49.9,42.128,130.2,7,0.3175,0,normal
92330,170,20170,Premium,129,2024-01-01,2024-07-18,active,1,9,21,3,rainfall,L2,16.9,2024-05-12 18:41:00,1,1,rejected,,0.0,172.9,18.348435,73.940829,TW2506,40.1,65.245,694.2,32,0.8484,1,abnormal_behavior
92331,170,20170,Premium,129,2024-01-01,2024-07-18,active,1,10,20,3,road_closure,L2,46.6,2024-05-27 11:46:00,0,1,paid,2024-05-27 11:56:00,1077.8,255.6,18.456403,73.746385,TW2403,6.2,16.774,953.3,13,0.0606,0,normal
92332,171,20171,Standard,79,2024-01-01,2024-07-18,active,1,1,29,1,flood,L3,47.5,2024-06-07 00:57:00,0,1,pending,,0.0,431.6,13.012662,77.613964,TW5614,11.7,44.954,391.4,3,0.0955,0,normal
92333,171,20171,Standard,79,2024-01-01,2024-07-18,active,1,2,28,1,road_closure,L3,50.3,2024-02-06 17:10:00,1,1,paid,2024-02-06 19:59:00,594.0,148.1,12.971005,77.700632,TW3177,73.2,18.29,583.6,57,0.5174,0,normal
92334,171,20171,Standard,79,2024-01-01,2024-07-18,active,1,3,27,1,rainfall,L3,36.4,2024-06-06 07:42:00,1,1,paid,2024-06-08 09:17:00,698.4,356.7,12.866848,77.479619,TW3659,3.1,6.797,245.2,26,0.1002,0,normal
92335,171,20171,Standard,79,2024-01-01,2024-07-18,active,1,4,26,1,outage,L2,1.0,2024-03-09 01:58:00,0,1,paid,2024-03-10 03:10:00,884.1,728.3,13.005552,77.526494,TW1952,87.5,23.682,152.0,54,0.164,0,abnormal_behavior
92336,171,20171,Standard,79,2024-01-01,2024-07-18,active,1,5,25,1,outage,L2,1.0,2024-07-09 01:55:00,0,1,no_claim,,0.0,841.4,12.998627,77.577947,TW9481,80.4,9.595,492.7,47,0.1594,0,normal
92337,171,20171,Standard,79,2024-01-01,2024-07-18,active,1,6,24,1,flood,L3,26.8,2024-01-29 03:32:00,1,1,paid,2024-01-29 05:08:00,725.0,409.9,12.940141,77.307229,TW6904,0.1,51.485,885.8,44,0.1622,0,normal
92338,171,20171,Standard,79,2024-01-01,2024-07-18,active,1,7,23,1,rainfall,L3,29.0,2024-06-10 16:27:00,1,1,no_claim,,0.0,433.6,12.830652,77.519308,TW7863,34.0,62.562,832.3,30,0.01,0,normal
92339,171,20171,Standard,79,2024-01-01,2024-07-18,active,1,8,22,1,aqi,L2,209.0,2024-02-02 02:58:00,0,1,no_claim,,0.0,245.9,13.018469,77.511987,TW5611,72.4,25.892,754.7,13,0.0775,0,normal
92340,171,20171,Standard,79,2024-01-01,2024-07-18,active,1,9,21,1,rainfall,L2,5.2,2024-01-08 17:07:00,0,1,no_claim,,0.0,783.2,13.2288,77.470875,TW6268,53.3,8.968,471.5,56,0.01,0,normal
92341,171,20171,Standard,79,2024-01-01,2024-07-18,active,1,10,20,1,rainfall,L3,24.7,2024-02-27 10:09:00,1,1,paid,2024-02-27 12:33:00,590.1,140.2,12.8838,77.695967,TW6177,33.4,24.431,774.5,48,0.01,0,normal
92342,171,20171,Standard,79,2024-01-01,2024-07-18,active,1,11,19,1,outage,L2,1.0,2024-02-23 12:26:00,0,1,paid,2024-02-23 14:57:00,701.3,362.6,12.937739,77.541468,TW3516,71.3,11.824,986.7,41,0.0746,0,normal
92343,171,20171,Standard,79,2024-01-01,2024-07-18,active,1,12,18,1,rainfall,L3,28.9,2024-06-19 12:04:00,1,1,paid,2024-06-19 12:20:00,571.0,101.9,13.066704,77.607422,TW7238,9.7,22.188,723.4,50,0.01,0,normal
92344,171,20171,Standard,79,2024-01-01,2024-07-18,active,1,13,17,1,rainfall,L1,2.1,2024-02-21 15:28:00,0,1,pending,,0.0,104.7,13.034916,77.680864,TW5417,68.0,73.485,1166.9,34,0.0355,0,normal
92345,171,20171,Standard,79,2024-01-01,2024-07-18,active,1,14,16,1,flood,L3,39.9,2024-01-22 18:28:00,1,1,paid,2024-01-22 18:52:00,637.1,234.2,13.008309,77.563531,TW4015,4.9,15.581,377.8,16,0.086,0,normal
92346,172,20172,Standard,79,2024-01-01,2024-07-18,active,1,1,29,0,rainfall,L3,46.3,2024-05-31 15:10:00,1,1,under_review,2024-05-31 18:03:00,0.0,912.1,18.768985,73.919164,TW4418,272.4,15.2,1170.2,27,0.1266,0,normal
92347,172,20172,Standard,79,2024-01-01,2024-07-18,active,1,2,28,0,strike,L1,1.0,2024-07-05 15:00:00,0,1,no_claim,,0.0,265.4,18.551738,73.896568,TW9228,255.3,69.825,160.6,49,0.9056,1,device_anomaly
92348,172,20172,Standard,79,2024-01-01,2024-07-18,active,1,3,27,0,flood,L3,0.0,2024-03-13 10:14:00,1,1,paid,2024-03-13 11:00:00,591.9,143.8,18.499604,73.855815,TW4622,653.3,24.403,963.2,52,0.3178,0,abnormal_behavior
92349,172,20172,Standard,79,2024-01-01,2024-07-18,active,1,4,26,0,outage,L2,1.0,2024-01-28 18:22:00,1,1,paid,2024-01-28 19:43:00,595.6,151.3,18.524494,73.768869,TW3614,606.1,17.974,737.1,33,0.2865,0,abnormal_behavior
92350,172,20172,Standard,79,2024-01-01,2024-07-18,active,1,5,25,0,rainfall,L2,7.0,2024-03-02 06:52:00,1,1,paid,2024-03-06 16:36:00,670.9,301.7,18.511903,73.798579,TW6610,295.6,28.863,248.6,13,0.189,0,normal
92351,172,20172,Standard,79,2024-01-01,2024-07-18,active,1,6,24,0,heat,L1,30.8,2024-04-25 15:07:00,1,1,paid,2024-04-25 16:31:00,1041.8,1043.7,18.406478,73.767762,TW6122,668.3,18.464,563.3,14,0.5507,0,abnormal_behavior
92352,172,20172,Standard,79,2024-01-01,2024-07-18,active,1,7,23,0,heat,L2,41.2,2024-05-24 01:34:00,0,1,no_claim,,0.0,410.6,18.572855,73.895106,TW4780,442.9,6.353,160.3,5,0.6429,1,abnormal_behavior
92353,172,20172,Standard,79,2024-01-01,2024-07-18,active,1,8,22,0,rainfall,L3,28.7,2024-05-15 03:32:00,1,1,paid,2024-05-15 03:55:00,739.2,438.5,18.329745,73.832977,TW6547,490.8,45.971,1048.0,27,0.2527,0,normal
